sorting_algorithm, array_size, run_time, num_of_process, num_of_thread
mpi_openmp_quick, 10000000, 0.610129, 7, 8
mpi_openmp_merge, 10000000, 0.877612, 7, 8
mpi_openmp_quick, 10000000, 0.633461, 8, 1
mpi_openmp_merge, 10000000, 0.835213, 8, 1
mpi_openmp_quick, 10000000, 0.624917, 8, 2
mpi_openmp_merge, 10000000, 0.825670, 8, 2
mpi_openmp_quick, 10000000, 0.598190, 8, 3
mpi_openmp_merge, 10000000, 0.804552, 8, 3
mpi_openmp_quick, 10000000, 0.617595, 8, 4
mpi_openmp_merge, 10000000, 0.849699, 8, 4
mpi_openmp_quick, 10000000, 0.658535, 8, 5
mpi_openmp_merge, 10000000, 0.945649, 8, 5
mpi_openmp_quick, 10000000, 0.603144, 8, 6
mpi_openmp_merge, 10000000, 0.824672, 8, 6
mpi_openmp_quick, 10000000, 0.611753, 8, 7
mpi_openmp_merge, 10000000, 0.843821, 8, 7
mpi_openmp_quick, 10000000, 0.680988, 8, 8
mpi_openmp_merge, 10000000, 0.865072, 8, 8
mpi_openmp_quick, 50000000, 10.819431, 1, 1
mpi_openmp_merge, 50000000, 16.654925, 1, 1
mpi_openmp_quick, 50000000, 10.712891, 1, 2
mpi_openmp_merge, 50000000, 16.373660, 1, 2
mpi_openmp_quick, 50000000, 10.709255, 1, 3
mpi_openmp_merge, 50000000, 16.458373, 1, 3
mpi_openmp_quick, 50000000, 10.692888, 1, 4
mpi_openmp_merge, 50000000, 16.474335, 1, 4
mpi_openmp_quick, 50000000, 10.642191, 1, 5
mpi_openmp_merge, 50000000, 16.308015, 1, 5
mpi_openmp_quick, 50000000, 10.670338, 1, 6
mpi_openmp_merge, 50000000, 16.166977, 1, 6
mpi_openmp_quick, 50000000, 10.707317, 1, 7
mpi_openmp_merge, 50000000, 16.338932, 1, 7
mpi_openmp_quick, 50000000, 10.673070, 1, 8
mpi_openmp_merge, 50000000, 16.253076, 1, 8
mpi_openmp_quick, 50000000, 6.005202, 2, 1
mpi_openmp_merge, 50000000, 8.852770, 2, 1
mpi_openmp_quick, 50000000, 6.040702, 2, 2
mpi_openmp_merge, 50000000, 8.806221, 2, 2
mpi_openmp_quick, 50000000, 5.976313, 2, 3
mpi_openmp_merge, 50000000, 8.907309, 2, 3
mpi_openmp_quick, 50000000, 6.016257, 2, 4
mpi_openmp_merge, 50000000, 8.777731, 2, 4
mpi_openmp_quick, 50000000, 5.986191, 2, 5
mpi_openmp_merge, 50000000, 8.875495, 2, 5
mpi_openmp_quick, 50000000, 6.062865, 2, 6
mpi_openmp_merge, 50000000, 8.780516, 2, 6
mpi_openmp_quick, 50000000, 6.024242, 2, 7
mpi_openmp_merge, 50000000, 8.905704, 2, 7
mpi_openmp_quick, 50000000, 5.974341, 2, 8
mpi_openmp_merge, 50000000, 8.881590, 2, 8
mpi_openmp_quick, 50000000, 4.624824, 3, 1
mpi_openmp_merge, 50000000, 6.220907, 3, 1
mpi_openmp_quick, 50000000, 4.650036, 3, 2
mpi_openmp_merge, 50000000, 6.442485, 3, 2
mpi_openmp_quick, 50000000, 4.624980, 3, 3
mpi_openmp_merge, 50000000, 6.381957, 3, 3
mpi_openmp_quick, 50000000, 4.619740, 3, 4
mpi_openmp_merge, 50000000, 6.352175, 3, 4
mpi_openmp_quick, 50000000, 4.641313, 3, 5
mpi_openmp_merge, 50000000, 6.374486, 3, 5
mpi_openmp_quick, 50000000, 4.670639, 3, 6
mpi_openmp_merge, 50000000, 6.443314, 3, 6
mpi_openmp_quick, 50000000, 4.653859, 3, 7
mpi_openmp_merge, 50000000, 6.319349, 3, 7
mpi_openmp_quick, 50000000, 4.632867, 3, 8
mpi_openmp_merge, 50000000, 6.276798, 3, 8
mpi_openmp_quick, 50000000, 3.741704, 4, 1
mpi_openmp_merge, 50000000, 5.207736, 4, 1
mpi_openmp_quick, 50000000, 3.892529, 4, 2
mpi_openmp_merge, 50000000, 5.161631, 4, 2
mpi_openmp_quick, 50000000, 3.722797, 4, 3
mpi_openmp_merge, 50000000, 5.122564, 4, 3
mpi_openmp_quick, 50000000, 3.730341, 4, 4
mpi_openmp_merge, 50000000, 5.224101, 4, 4
mpi_openmp_quick, 50000000, 3.704520, 4, 5
mpi_openmp_merge, 50000000, 5.099293, 4, 5
mpi_openmp_quick, 50000000, 3.743856, 4, 6
mpi_openmp_merge, 50000000, 5.193083, 4, 6
mpi_openmp_quick, 50000000, 3.902285, 4, 7
mpi_openmp_merge, 50000000, 5.110414, 4, 7
mpi_openmp_quick, 50000000, 3.753016, 4, 8
mpi_openmp_merge, 50000000, 5.205170, 4, 8
mpi_openmp_quick, 50000000, 3.701654, 5, 1
mpi_openmp_merge, 50000000, 5.178222, 5, 1
mpi_openmp_quick, 50000000, 3.727667, 5, 2
mpi_openmp_merge, 50000000, 4.983201, 5, 2
mpi_openmp_quick, 50000000, 3.695354, 5, 3
mpi_openmp_merge, 50000000, 5.014018, 5, 3
mpi_openmp_quick, 50000000, 3.738626, 5, 4
mpi_openmp_merge, 50000000, 4.988629, 5, 4
mpi_openmp_quick, 50000000, 3.766406, 5, 5
mpi_openmp_merge, 50000000, 5.060416, 5, 5
mpi_openmp_quick, 50000000, 3.698615, 5, 6
mpi_openmp_merge, 50000000, 5.025986, 5, 6
mpi_openmp_quick, 50000000, 3.710705, 5, 7
mpi_openmp_merge, 50000000, 5.043550, 5, 7
mpi_openmp_quick, 50000000, 3.695874, 5, 8
mpi_openmp_merge, 50000000, 5.013810, 5, 8
mpi_openmp_quick, 50000000, 3.398532, 6, 1
mpi_openmp_merge, 50000000, 4.520440, 6, 1
mpi_openmp_quick, 50000000, 3.466229, 6, 2
mpi_openmp_merge, 50000000, 4.470412, 6, 2
mpi_openmp_quick, 50000000, 3.392142, 6, 3
mpi_openmp_merge, 50000000, 4.557515, 6, 3
mpi_openmp_quick, 50000000, 3.481844, 6, 4
mpi_openmp_merge, 50000000, 4.509330, 6, 4
mpi_openmp_quick, 50000000, 3.490092, 6, 5
mpi_openmp_merge, 50000000, 4.509582, 6, 5
mpi_openmp_quick, 50000000, 3.414814, 6, 6
mpi_openmp_merge, 50000000, 4.505202, 6, 6
mpi_openmp_quick, 50000000, 3.409378, 6, 7
mpi_openmp_merge, 50000000, 4.532391, 6, 7
mpi_openmp_quick, 50000000, 3.446362, 6, 8
mpi_openmp_merge, 50000000, 4.491201, 6, 8
mpi_openmp_quick, 50000000, 3.240858, 7, 1
mpi_openmp_merge, 50000000, 4.354980, 7, 1
mpi_openmp_quick, 50000000, 3.180560, 7, 2
mpi_openmp_merge, 50000000, 4.474321, 7, 2
mpi_openmp_quick, 50000000, 3.173834, 7, 3
mpi_openmp_merge, 50000000, 4.300416, 7, 3
mpi_openmp_quick, 50000000, 3.184034, 7, 4
mpi_openmp_merge, 50000000, 4.350425, 7, 4
mpi_openmp_quick, 50000000, 3.134287, 7, 5
mpi_openmp_merge, 50000000, 4.328770, 7, 5
mpi_openmp_quick, 50000000, 3.212104, 7, 6
mpi_openmp_merge, 50000000, 4.288860, 7, 6
mpi_openmp_quick, 50000000, 3.214296, 7, 7
mpi_openmp_merge, 50000000, 4.317717, 7, 7
mpi_openmp_quick, 50000000, 3.170715, 7, 8
mpi_openmp_merge, 50000000, 4.306965, 7, 8
mpi_openmp_quick, 50000000, 3.049674, 8, 1
mpi_openmp_merge, 50000000, 4.350102, 8, 1
mpi_openmp_quick, 50000000, 3.033086, 8, 2
mpi_openmp_merge, 50000000, 4.244281, 8, 2
mpi_openmp_quick, 50000000, 3.123392, 8, 3
mpi_openmp_merge, 50000000, 4.163819, 8, 3
mpi_openmp_quick, 50000000, 3.269076, 8, 4
mpi_openmp_merge, 50000000, 4.239789, 8, 4
mpi_openmp_quick, 50000000, 3.185274, 8, 5
mpi_openmp_merge, 50000000, 4.237935, 8, 5
mpi_openmp_quick, 50000000, 3.112785, 8, 6
mpi_openmp_merge, 50000000, 4.211857, 8, 6
mpi_openmp_quick, 50000000, 3.129471, 8, 7
mpi_openmp_merge, 50000000, 4.191421, 8, 7
mpi_openmp_quick, 50000000, 3.176498, 8, 8
mpi_openmp_merge, 50000000, 4.277522, 8, 8
mpi_openmp_quick, 100000000, 22.352486, 1, 1
mpi_openmp_merge, 100000000, 34.055744, 1, 1
mpi_openmp_quick, 100000000, 22.061692, 1, 2
mpi_openmp_merge, 100000000, 33.934085, 1, 2
mpi_openmp_quick, 100000000, 22.174541, 1, 3
mpi_openmp_merge, 100000000, 33.698685, 1, 3
mpi_openmp_quick, 100000000, 22.178776, 1, 4
mpi_openmp_merge, 100000000, 33.259016, 1, 4
mpi_openmp_quick, 100000000, 22.089872, 1, 5
mpi_openmp_merge, 100000000, 33.873167, 1, 5
mpi_openmp_quick, 100000000, 22.210905, 1, 6
mpi_openmp_merge, 100000000, 34.048772, 1, 6
mpi_openmp_quick, 100000000, 22.133094, 1, 7
mpi_openmp_merge, 100000000, 33.955391, 1, 7
mpi_openmp_quick, 100000000, 22.185463, 1, 8
mpi_openmp_merge, 100000000, 33.937528, 1, 8
mpi_openmp_quick, 100000000, 12.468016, 2, 1
mpi_openmp_merge, 100000000, 18.209424, 2, 1
mpi_openmp_quick, 100000000, 12.396830, 2, 2
mpi_openmp_merge, 100000000, 18.329502, 2, 2
mpi_openmp_quick, 100000000, 12.377089, 2, 3
mpi_openmp_merge, 100000000, 17.996312, 2, 3
mpi_openmp_quick, 100000000, 12.447268, 2, 4
mpi_openmp_merge, 100000000, 18.451250, 2, 4
mpi_openmp_quick, 100000000, 12.386210, 2, 5
mpi_openmp_merge, 100000000, 18.169830, 2, 5
mpi_openmp_quick, 100000000, 12.379353, 2, 6
mpi_openmp_merge, 100000000, 18.311148, 2, 6
mpi_openmp_quick, 100000000, 12.405683, 2, 7
mpi_openmp_merge, 100000000, 18.567278, 2, 7
mpi_openmp_quick, 100000000, 12.343328, 2, 8
mpi_openmp_merge, 100000000, 18.407776, 2, 8
mpi_openmp_quick, 100000000, 9.586518, 3, 1
mpi_openmp_merge, 100000000, 13.084588, 3, 1
mpi_openmp_quick, 100000000, 9.599752, 3, 2
mpi_openmp_merge, 100000000, 13.074696, 3, 2
mpi_openmp_quick, 100000000, 9.560905, 3, 3
mpi_openmp_merge, 100000000, 13.101933, 3, 3
mpi_openmp_quick, 100000000, 9.557260, 3, 4
mpi_openmp_merge, 100000000, 13.147911, 3, 4
mpi_openmp_quick, 100000000, 9.619056, 3, 5
mpi_openmp_merge, 100000000, 13.246736, 3, 5
mpi_openmp_quick, 100000000, 9.592955, 3, 6
mpi_openmp_merge, 100000000, 13.183776, 3, 6
mpi_openmp_quick, 100000000, 9.607504, 3, 7
mpi_openmp_merge, 100000000, 13.066083, 3, 7
mpi_openmp_quick, 100000000, 9.547779, 3, 8
mpi_openmp_merge, 100000000, 13.045496, 3, 8
mpi_openmp_quick, 100000000, 7.623084, 4, 1
mpi_openmp_merge, 100000000, 10.861165, 4, 1
mpi_openmp_quick, 100000000, 7.624298, 4, 2
mpi_openmp_merge, 100000000, 10.726620, 4, 2
mpi_openmp_quick, 100000000, 7.669796, 4, 3
mpi_openmp_merge, 100000000, 10.725458, 4, 3
mpi_openmp_quick, 100000000, 7.652981, 4, 4
mpi_openmp_merge, 100000000, 11.044181, 4, 4
mpi_openmp_quick, 100000000, 7.652822, 4, 5
mpi_openmp_merge, 100000000, 10.710745, 4, 5
mpi_openmp_quick, 100000000, 7.648212, 4, 6
mpi_openmp_merge, 100000000, 10.688773, 4, 6
mpi_openmp_quick, 100000000, 7.639648, 4, 7
mpi_openmp_merge, 100000000, 10.834331, 4, 7
mpi_openmp_quick, 100000000, 7.608113, 4, 8
mpi_openmp_merge, 100000000, 10.565919, 4, 8
mpi_openmp_quick, 100000000, 7.731932, 5, 1
mpi_openmp_merge, 100000000, 10.543160, 5, 1
mpi_openmp_quick, 100000000, 7.621463, 5, 2
mpi_openmp_merge, 100000000, 10.679416, 5, 2
mpi_openmp_quick, 100000000, 7.760950, 5, 3
mpi_openmp_merge, 100000000, 10.472766, 5, 3
mpi_openmp_quick, 100000000, 7.593050, 5, 4
mpi_openmp_merge, 100000000, 10.437776, 5, 4
mpi_openmp_quick, 100000000, 7.709294, 5, 5
mpi_openmp_merge, 100000000, 10.790703, 5, 5
mpi_openmp_quick, 100000000, 7.788405, 5, 6
mpi_openmp_merge, 100000000, 10.512619, 5, 6
mpi_openmp_quick, 100000000, 7.608131, 5, 7
mpi_openmp_merge, 100000000, 10.458107, 5, 7
mpi_openmp_quick, 100000000, 7.654930, 5, 8
mpi_openmp_merge, 100000000, 10.685349, 5, 8
mpi_openmp_quick, 100000000, 6.950193, 6, 1
mpi_openmp_merge, 100000000, 10.441631, 6, 1
mpi_openmp_quick, 100000000, 6.940550, 6, 2
mpi_openmp_merge, 100000000, 9.883379, 6, 2
mpi_openmp_quick, 100000000, 7.031933, 6, 3
mpi_openmp_merge, 100000000, 9.961655, 6, 3
mpi_openmp_quick, 100000000, 6.920604, 6, 4
mpi_openmp_merge, 100000000, 9.833100, 6, 4
mpi_openmp_quick, 100000000, 6.986388, 6, 5
mpi_openmp_merge, 100000000, 9.807504, 6, 5
mpi_openmp_quick, 100000000, 6.918013, 6, 6
mpi_openmp_merge, 100000000, 9.873789, 6, 6
mpi_openmp_quick, 100000000, 6.981077, 6, 7
mpi_openmp_merge, 100000000, 9.855745, 6, 7
mpi_openmp_quick, 100000000, 6.961271, 6, 8
mpi_openmp_merge, 100000000, 9.875437, 6, 8
mpi_openmp_quick, 100000000, 6.565509, 7, 1
mpi_openmp_merge, 100000000, 9.828190, 7, 1
mpi_openmp_quick, 100000000, 6.539602, 7, 2
mpi_openmp_merge, 100000000, 10.192457, 7, 2
mpi_openmp_quick, 100000000, 6.545760, 7, 3
mpi_openmp_merge, 100000000, 10.005603, 7, 3
mpi_openmp_quick, 100000000, 6.483710, 7, 4
mpi_openmp_merge, 100000000, 10.246445, 7, 4
mpi_openmp_quick, 100000000, 6.535201, 7, 5
mpi_openmp_merge, 100000000, 10.468777, 7, 5
mpi_openmp_quick, 100000000, 6.529051, 7, 6
mpi_openmp_merge, 100000000, 9.634661, 7, 6
mpi_openmp_quick, 100000000, 6.472770, 7, 7
mpi_openmp_merge, 100000000, 9.513525, 7, 7
mpi_openmp_quick, 100000000, 6.539498, 7, 8
mpi_openmp_merge, 100000000, 9.961695, 7, 8
mpi_openmp_quick, 100000000, 6.241710, 8, 1
mpi_openmp_merge, 100000000, 9.942055, 8, 1
mpi_openmp_quick, 100000000, 6.281607, 8, 2
mpi_openmp_merge, 100000000, 9.653966, 8, 2
mpi_openmp_quick, 100000000, 6.253698, 8, 3
mpi_openmp_merge, 100000000, 9.647472, 8, 3
mpi_openmp_quick, 100000000, 6.411323, 8, 4
mpi_openmp_merge, 100000000, 9.745812, 8, 4
mpi_openmp_quick, 100000000, 6.350821, 8, 5
mpi_openmp_merge, 100000000, 9.287920, 8, 5
mpi_openmp_quick, 100000000, 6.379861, 8, 6
mpi_openmp_merge, 100000000, 9.689246, 8, 6
mpi_openmp_quick, 100000000, 6.402407, 8, 7
mpi_openmp_merge, 100000000, 9.713970, 8, 7
mpi_openmp_quick, 100000000, 6.251247, 8, 8
mpi_openmp_merge, 100000000, 9.646892, 8, 8
mpi_openmp_quick, 10000000, 1.976709, 1, 1
mpi_openmp_merge, 10000000, 3.047641, 1, 1
mpi_openmp_quick, 10000000, 1.968682, 1, 2
mpi_openmp_merge, 10000000, 3.069572, 1, 2
mpi_openmp_quick, 10000000, 1.953656, 1, 3
mpi_openmp_merge, 10000000, 3.021676, 1, 3
mpi_openmp_quick, 10000000, 1.972014, 1, 4
mpi_openmp_merge, 10000000, 3.055654, 1, 4
mpi_openmp_quick, 10000000, 1.976818, 1, 5
mpi_openmp_merge, 10000000, 3.027902, 1, 5
mpi_openmp_quick, 10000000, 1.968104, 1, 6
mpi_openmp_merge, 10000000, 3.037946, 1, 6
mpi_openmp_quick, 10000000, 1.958186, 1, 7
mpi_openmp_merge, 10000000, 3.009555, 1, 7
mpi_openmp_quick, 10000000, 1.964081, 1, 8
mpi_openmp_merge, 10000000, 3.019164, 1, 8
mpi_openmp_quick, 10000000, 1.099405, 2, 1
mpi_openmp_merge, 10000000, 1.633827, 2, 1
mpi_openmp_quick, 10000000, 1.107653, 2, 2
mpi_openmp_merge, 10000000, 1.630743, 2, 2
mpi_openmp_quick, 10000000, 1.097680, 2, 3
mpi_openmp_merge, 10000000, 1.640472, 2, 3
mpi_openmp_quick, 10000000, 1.107108, 2, 4
mpi_openmp_merge, 10000000, 1.675495, 2, 4
mpi_openmp_quick, 10000000, 1.107914, 2, 5
mpi_openmp_merge, 10000000, 1.638846, 2, 5
mpi_openmp_quick, 10000000, 1.101412, 2, 6
mpi_openmp_merge, 10000000, 1.621319, 2, 6
mpi_openmp_quick, 10000000, 1.112596, 2, 7
mpi_openmp_merge, 10000000, 1.618459, 2, 7
mpi_openmp_quick, 10000000, 1.096999, 2, 8
mpi_openmp_merge, 10000000, 1.636198, 2, 8
mpi_openmp_quick, 10000000, 0.863818, 3, 1
mpi_openmp_merge, 10000000, 1.240589, 3, 1
mpi_openmp_quick, 10000000, 0.858344, 3, 2
mpi_openmp_merge, 10000000, 1.225089, 3, 2
mpi_openmp_quick, 10000000, 0.864261, 3, 3
mpi_openmp_merge, 10000000, 1.237210, 3, 3
mpi_openmp_quick, 10000000, 0.871721, 3, 4
mpi_openmp_merge, 10000000, 1.230570, 3, 4
mpi_openmp_quick, 10000000, 0.865463, 3, 5
mpi_openmp_merge, 10000000, 1.242031, 3, 5
mpi_openmp_quick, 10000000, 0.863075, 3, 6
mpi_openmp_merge, 10000000, 1.228940, 3, 6
mpi_openmp_quick, 10000000, 0.863938, 3, 7
mpi_openmp_merge, 10000000, 1.221543, 3, 7
mpi_openmp_quick, 10000000, 0.863845, 3, 8
mpi_openmp_merge, 10000000, 1.242107, 3, 8
mpi_openmp_quick, 10000000, 0.720422, 4, 1
mpi_openmp_merge, 10000000, 1.003917, 4, 1
mpi_openmp_quick, 10000000, 0.711187, 4, 2
mpi_openmp_merge, 10000000, 0.979838, 4, 2
mpi_openmp_quick, 10000000, 0.703787, 4, 3
mpi_openmp_merge, 10000000, 0.990886, 4, 3
mpi_openmp_quick, 10000000, 0.714518, 4, 4
mpi_openmp_merge, 10000000, 0.981792, 4, 4
mpi_openmp_quick, 10000000, 0.707577, 4, 5
mpi_openmp_merge, 10000000, 0.974354, 4, 5
mpi_openmp_quick, 10000000, 0.709910, 4, 6
mpi_openmp_merge, 10000000, 0.998273, 4, 6
mpi_openmp_quick, 10000000, 0.697878, 4, 7
mpi_openmp_merge, 10000000, 1.024106, 4, 7
mpi_openmp_quick, 10000000, 0.711513, 4, 8
mpi_openmp_merge, 10000000, 0.992850, 4, 8
mpi_openmp_quick, 10000000, 0.707367, 5, 1
mpi_openmp_merge, 10000000, 0.956696, 5, 1
mpi_openmp_quick, 10000000, 0.708068, 5, 2
mpi_openmp_merge, 10000000, 0.969190, 5, 2
mpi_openmp_quick, 10000000, 0.711657, 5, 3
mpi_openmp_merge, 10000000, 0.966677, 5, 3
mpi_openmp_quick, 10000000, 0.699807, 5, 4
mpi_openmp_merge, 10000000, 0.939364, 5, 4
mpi_openmp_quick, 10000000, 0.702247, 5, 5
mpi_openmp_merge, 10000000, 0.956732, 5, 5
mpi_openmp_quick, 10000000, 0.750345, 5, 6
mpi_openmp_merge, 10000000, 0.960852, 5, 6
mpi_openmp_quick, 10000000, 0.696361, 5, 7
mpi_openmp_merge, 10000000, 0.950306, 5, 7
mpi_openmp_quick, 10000000, 0.718386, 5, 8
mpi_openmp_merge, 10000000, 0.986563, 5, 8
mpi_openmp_quick, 10000000, 0.662198, 6, 1
mpi_openmp_merge, 10000000, 0.913004, 6, 1
mpi_openmp_quick, 10000000, 0.646465, 6, 2
mpi_openmp_merge, 10000000, 0.903502, 6, 2
mpi_openmp_quick, 10000000, 0.681586, 6, 3
mpi_openmp_merge, 10000000, 0.975235, 6, 3
mpi_openmp_quick, 10000000, 0.663689, 6, 4
mpi_openmp_merge, 10000000, 0.917573, 6, 4
mpi_openmp_quick, 10000000, 0.659558, 6, 5
mpi_openmp_merge, 10000000, 0.915289, 6, 5
mpi_openmp_quick, 10000000, 0.674674, 6, 6
mpi_openmp_merge, 10000000, 0.914589, 6, 6
mpi_openmp_quick, 10000000, 0.719231, 6, 7
mpi_openmp_merge, 10000000, 0.876250, 6, 7
mpi_openmp_quick, 10000000, 0.633359, 6, 8
mpi_openmp_merge, 10000000, 0.906097, 6, 8
mpi_openmp_quick, 10000000, 0.667772, 7, 1
mpi_openmp_merge, 10000000, 0.895287, 7, 1
mpi_openmp_quick, 10000000, 0.615932, 7, 2
mpi_openmp_merge, 10000000, 0.865278, 7, 2
mpi_openmp_quick, 10000000, 0.613987, 7, 3
mpi_openmp_merge, 10000000, 0.902571, 7, 3
mpi_openmp_quick, 10000000, 0.656819, 7, 4
mpi_openmp_merge, 10000000, 0.864970, 7, 4
mpi_openmp_quick, 10000000, 0.602648, 7, 5
mpi_openmp_merge, 10000000, 0.850372, 7, 5
mpi_openmp_quick, 10000000, 0.623799, 7, 6
mpi_openmp_merge, 10000000, 0.858172, 7, 6
mpi_openmp_quick, 10000000, 0.652141, 7, 7
mpi_openmp_merge, 10000000, 0.856987, 7, 7
mpi_openmp_quick, 10000000, 0.603308, 7, 8
mpi_openmp_merge, 10000000, 0.906857, 7, 8
mpi_openmp_quick, 10000000, 0.656536, 8, 1
mpi_openmp_merge, 10000000, 0.878269, 8, 1
mpi_openmp_quick, 10000000, 0.606206, 8, 2
mpi_openmp_merge, 10000000, 0.819979, 8, 2
mpi_openmp_quick, 10000000, 0.624371, 8, 3
mpi_openmp_merge, 10000000, 0.903863, 8, 3
mpi_openmp_quick, 10000000, 0.639047, 8, 4
mpi_openmp_merge, 10000000, 0.900618, 8, 4
mpi_openmp_quick, 10000000, 0.640561, 8, 5
mpi_openmp_merge, 10000000, 0.833664, 8, 5
mpi_openmp_quick, 10000000, 0.596782, 8, 6
mpi_openmp_merge, 10000000, 0.830434, 8, 6
mpi_openmp_quick, 10000000, 0.614789, 8, 7
mpi_openmp_merge, 10000000, 0.932375, 8, 7
mpi_openmp_quick, 10000000, 0.655993, 8, 8
mpi_openmp_merge, 10000000, 0.839576, 8, 8
mpi_openmp_quick, 50000000, 10.779954, 1, 1
mpi_openmp_merge, 50000000, 16.651837, 1, 1
mpi_openmp_quick, 50000000, 10.725498, 1, 2
mpi_openmp_merge, 50000000, 16.505145, 1, 2
mpi_openmp_quick, 50000000, 10.626197, 1, 3
mpi_openmp_merge, 50000000, 16.060357, 1, 3
mpi_openmp_quick, 50000000, 10.639402, 1, 4
mpi_openmp_merge, 50000000, 16.409559, 1, 4
mpi_openmp_quick, 50000000, 10.740333, 1, 5
mpi_openmp_merge, 50000000, 16.357596, 1, 5
mpi_openmp_quick, 50000000, 10.670415, 1, 6
mpi_openmp_merge, 50000000, 16.338688, 1, 6
mpi_openmp_quick, 50000000, 10.600348, 1, 7
mpi_openmp_merge, 50000000, 16.376769, 1, 7
mpi_openmp_quick, 50000000, 10.594352, 1, 8
mpi_openmp_merge, 50000000, 16.386037, 1, 8
mpi_openmp_quick, 50000000, 5.990271, 2, 1
mpi_openmp_merge, 50000000, 8.772009, 2, 1
mpi_openmp_quick, 50000000, 6.024032, 2, 2
mpi_openmp_merge, 50000000, 8.852747, 2, 2
mpi_openmp_quick, 50000000, 6.021604, 2, 3
mpi_openmp_merge, 50000000, 8.900831, 2, 3
mpi_openmp_quick, 50000000, 5.979744, 2, 4
mpi_openmp_merge, 50000000, 8.873846, 2, 4
mpi_openmp_quick, 50000000, 5.987465, 2, 5
mpi_openmp_merge, 50000000, 8.792317, 2, 5
mpi_openmp_quick, 50000000, 5.987018, 2, 6
mpi_openmp_merge, 50000000, 8.839549, 2, 6
mpi_openmp_quick, 50000000, 6.049617, 2, 7
mpi_openmp_merge, 50000000, 8.800432, 2, 7
mpi_openmp_quick, 50000000, 6.022615, 2, 8
mpi_openmp_merge, 50000000, 8.803667, 2, 8
mpi_openmp_quick, 50000000, 4.660212, 3, 1
mpi_openmp_merge, 50000000, 6.300652, 3, 1
mpi_openmp_quick, 50000000, 4.652399, 3, 2
mpi_openmp_merge, 50000000, 6.326814, 3, 2
mpi_openmp_quick, 50000000, 4.642294, 3, 3
mpi_openmp_merge, 50000000, 6.311125, 3, 3
mpi_openmp_quick, 50000000, 4.649223, 3, 4
mpi_openmp_merge, 50000000, 6.217901, 3, 4
mpi_openmp_quick, 50000000, 4.593055, 3, 5
mpi_openmp_merge, 50000000, 6.341135, 3, 5
mpi_openmp_quick, 50000000, 4.683214, 3, 6
mpi_openmp_merge, 50000000, 6.391156, 3, 6
mpi_openmp_quick, 50000000, 4.632301, 3, 7
mpi_openmp_merge, 50000000, 6.260208, 3, 7
mpi_openmp_quick, 50000000, 4.677571, 3, 8
mpi_openmp_merge, 50000000, 6.284692, 3, 8
mpi_openmp_quick, 50000000, 3.752005, 4, 1
mpi_openmp_merge, 50000000, 5.115169, 4, 1
mpi_openmp_quick, 50000000, 3.710265, 4, 2
mpi_openmp_merge, 50000000, 5.265835, 4, 2
mpi_openmp_quick, 50000000, 3.682938, 4, 3
mpi_openmp_merge, 50000000, 5.181974, 4, 3
mpi_openmp_quick, 50000000, 3.706962, 4, 4
mpi_openmp_merge, 50000000, 5.190340, 4, 4
mpi_openmp_quick, 50000000, 3.819281, 4, 5
mpi_openmp_merge, 50000000, 5.179405, 4, 5
mpi_openmp_quick, 50000000, 3.702490, 4, 6
mpi_openmp_merge, 50000000, 5.200260, 4, 6
mpi_openmp_quick, 50000000, 3.709878, 4, 7
mpi_openmp_merge, 50000000, 5.120190, 4, 7
mpi_openmp_quick, 50000000, 3.704419, 4, 8
mpi_openmp_merge, 50000000, 5.318331, 4, 8
mpi_openmp_quick, 50000000, 3.680627, 5, 1
mpi_openmp_merge, 50000000, 4.994976, 5, 1
mpi_openmp_quick, 50000000, 3.695460, 5, 2
mpi_openmp_merge, 50000000, 5.035139, 5, 2
mpi_openmp_quick, 50000000, 3.709609, 5, 3
mpi_openmp_merge, 50000000, 4.978532, 5, 3
mpi_openmp_quick, 50000000, 3.793297, 5, 4
mpi_openmp_merge, 50000000, 4.961994, 5, 4
mpi_openmp_quick, 50000000, 3.734057, 5, 5
mpi_openmp_merge, 50000000, 5.067347, 5, 5
mpi_openmp_quick, 50000000, 3.684384, 5, 6
mpi_openmp_merge, 50000000, 5.008199, 5, 6
mpi_openmp_quick, 50000000, 3.679262, 5, 7
mpi_openmp_merge, 50000000, 5.096024, 5, 7
mpi_openmp_quick, 50000000, 3.662270, 5, 8
mpi_openmp_merge, 50000000, 5.000437, 5, 8
mpi_openmp_quick, 50000000, 3.429635, 6, 1
mpi_openmp_merge, 50000000, 4.502191, 6, 1
mpi_openmp_quick, 50000000, 3.430225, 6, 2
mpi_openmp_merge, 50000000, 4.453337, 6, 2
mpi_openmp_quick, 50000000, 3.397557, 6, 3
mpi_openmp_merge, 50000000, 4.674627, 6, 3
mpi_openmp_quick, 50000000, 3.440460, 6, 4
mpi_openmp_merge, 50000000, 4.439688, 6, 4
mpi_openmp_quick, 50000000, 3.423054, 6, 5
mpi_openmp_merge, 50000000, 4.466507, 6, 5
mpi_openmp_quick, 50000000, 3.406368, 6, 6
mpi_openmp_merge, 50000000, 4.532597, 6, 6
mpi_openmp_quick, 50000000, 3.393861, 6, 7
mpi_openmp_merge, 50000000, 4.587040, 6, 7
mpi_openmp_quick, 50000000, 3.448182, 6, 8
mpi_openmp_merge, 50000000, 4.631681, 6, 8
